Mozambique - NORTH_Niassa,Mozambique - SOUTH_Maputo,Mozambique - NORTH_Cabo Delgado,Mozambique - NORTH_Nampula,Mozambique - CENTER_Zambezi,Mozambique - CENTER_Tete,Mozambique - CENTER_Manica,Mozambique - CENTER_Sofala,Mozambique - SOUTH_Inhambane,Mozambique - SOUTH_Gaza,Angola,Botswana,Eritrea,Swaziland,Ethiopia - Addis Abeba,Ethiopia - Affar,Ethiopia - Amhara,Ethiopia - Benis Gumz,Ethiopia - Dire Dawa,Ethiopia - Gambela,Ethiopia - Harari,Ethiopia - Oromiya,Ethiopia - Sidama,Ethiopia - Somali,Ethiopia - Tigray,Kenya - Central,Kenya - Coast,Kenya - Eastern,Kenya - Nairobi,Kenya - North Eastern,Kenya - Nyanza,Kenya - Rift Valley,Kenya - Western,Lesotho,Malawi,Namibia,Rwanda,South Sudan,United Republic of Tanzania,Uganda,Zambia,Zimbabwe - Bulawayo,Zimbabwe - Harare Chitungwiza,Zimbabwe - Manicaland,Zimbabwe - Mashonaland Central,Zimbabwe - Mashonaland East,Zimbabwe - Mashonaland West,Zimbabwe - Masvingo,Zimbabwe - Matabeleland North,Zimbabwe - Matabeleland South,Zimbabwe - Midlands,Benin,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea-Bissau,Guinea,Liberia,Mali,Mauritania,Niger,Nigeria - Abia,Nigeria - Adamawa,Nigeria - Akwa-Ibom,Nigeria - Anambra,Nigeria - Bauchi,Nigeria - Bayelsa,Nigeria - Benue,Nigeria - Borno,Nigeria - CrossRiver,Nigeria - Delta,Nigeria - Ebonyi,Nigeria - Edo,Nigeria - Ekiti,Nigeria - Enugu,Nigeria - FCT,Nigeria - Gombe,Nigeria - Imo,Nigeria - Jigawa,Nigeria - Kaduna,Nigeria - Kano,Nigeria - Katsina,Nigeria - Kebbi,Nigeria - Kogi,Nigeria - Kwara,Nigeria - Lagos,Nigeria - Nasarawa,Nigeria - Niger,Nigeria - Ogun,Nigeria - Ondo,Nigeria - Osun,Nigeria - Oyo,Nigeria - Plateau,Nigeria - Rivers,Nigeria - Sokoto,Nigeria - Taraba,Nigeria - Yobe,Nigeria - Zamfara,Senegal,Sierra Leone,São Tomé and Príncipe,Togo
-1.9702685307692962,-1.5419919538838969,-2.7780352872588536,-2.5482501561766577,-2.659328401886072,-1.5684786314140096,-1.2494274560045835,-2.468758239383354,-1.5428676712148868,-2.0308286428060858,-2.0244024305872004,-1.9772842800496506,-2.808121850105578,-1.735494430088898,-1.8046127641407423,-2.4582146984599387,-1.8935399388211114,-1.881477627242664,-1.5114269522085892,-1.3880540776175827,-1.8726268562134942,-2.279288147605318,-2.0771359330754304,-3.544950346605571,-1.4236107699965728,-1.102267346887899,-1.0492066458261189,-1.110686518759681,-0.8982507477303775,-2.434994419551041,-0.754789620106555,-1.0019495415066841,-1.2933813706101471,-1.8484163045440438,-1.113117538378617,-1.6436274996448124,-1.8313462547098296,-3.717242459971449,-2.0789671073331113,-1.5573720976375076,-1.6051122681662835,-7.705814128223838,-7.637355189134285,-7.839165132330201,-7.402730885282712,-8.0347591581653,-7.898111988325005,-1.3122011981946982,-8.10797149589318,-6.525482364311662,-7.344669200828781,-3.33995038977674,-3.0073176983559233,-2.390728385414027,-2.1363078821459207,-1.9744136241325398,-4.2913074706790715,-2.3298343638739336,-2.465369793436595,-4.183435896038241,-2.4385939619290316,-1.7982695174958385,-3.2566192292161356,-2.3852841743286715,-3.075950538527809,-3.791125606731542,-2.274176478170268,-3.6939107752874363,-2.970585922396442,-3.4772742011240005,-3.2246547480477488,-3.0166209873011334,-2.9508261233638646,-3.1458707565953064,-4.578438033334643,-3.370520720909874,-2.6719616991689006,-4.400487231688469,-2.531559377440075,-3.7034316732903267,-3.1013051691535933,-3.4204699404129126,-3.679033910765116,-2.5300457777073557,-2.680116208411973,-3.1340177227932036,-2.741904649282408,-5.074580051229104,-3.1179261310121564,-4.225933893688076,-4.937108828907762,-6.138762176907327,-2.926491797050151,-3.767084998616496,-3.2277405181308363,-2.9677652638194694,-4.490629034688704,-3.281200002707799,-3.303273779711238,-3.301954339280842,-3.526780728300845,-2.782195546451095,-2.513685656464867,-5.803983143608016,-3.34569092916491,-4.501059562561418,-5.373141456571929,-2.3290286904075193,-2.60398122145114,-1.9311399851420958,-2.1654718820220458
-1.8852524517875522,-1.554588740105194,-2.6175046980034598,-2.3926116359384766,-2.508886499626096,-1.612966318430312,-1.2527457927700847,-2.5195305762039646,-1.4189906124085245,-1.9064827804705433,-2.39375315931051,-2.068609318162907,-2.4649443694647553,-1.672058211922306,-1.7690787363665572,-2.388495872756648,-1.8815036899430178,-1.8915463521383715,-1.5965834487616448,-1.3438679385101095,-2.0278398716075934,-2.4882857636737667,-2.191497458999831,-3.5417082731400127,-1.4560882531526416,-1.1264636978868143,-1.0404112915559234,-1.097601429058303,-0.7698554546904919,-2.307707181531213,-0.769024555588201,-1.0239581833635405,-1.278513066470308,-1.755622022442149,-1.2243016706584473,-1.554774021871872,-1.9134935946168607,-3.4472966972122387,-2.139219029077896,-1.666109398986409,-1.556046263858722,-7.791589733407366,-7.7138706429737205,-7.9259417418981,-7.606128794417476,-8.011566634659209,-7.86226813695063,-0.890657647421497,-7.982832000263836,-7.197219197271323,-7.614739692286825,-3.369812958725146,-2.1148862540709583,-2.4476694366434635,-2.0855388721691837,-1.6465787859311656,-3.6797495115757317,-1.9471230292731059,-2.6640267368334665,-4.355204637420352,-3.2836225915850683,-1.7789390820811464,-2.925179740683989,-2.4447464775516163,-3.3077339703469564,-3.7895078401289006,-1.925957913917637,-4.581892454576207,-3.303032977472004,-3.5389453201073895,-3.1952545852058725,-2.6105279712254914,-2.908558828451631,-3.169185338678332,-4.268251061546422,-3.18846687360281,-2.615304387113428,-4.065653947163464,-2.5207281564264115,-3.589301270894711,-2.9661712604898223,-3.3566910578333937,-3.503247786565056,-2.4166542048115884,-2.6224247834107173,-3.163414392029103,-2.633688970732821,-4.852688971163803,-3.0039970072627855,-4.186675962445852,-4.676020818815372,-5.926935973785801,-2.8081990875414538,-3.6063858130559887,-3.258049543939861,-2.823250271582112,-4.510082822491162,-3.2513815309196077,-3.1459509649508006,-3.240251055631994,-3.496590836246472,-2.727762390893039,-2.4969213182243593,-5.589297043144,-3.0070765670021524,-4.2400811422637625,-5.175733951113449,-2.54366828843841,-2.7287374689981667,-1.9739901116890732,-2.155868131867875
-1.7455162002675837,-1.5690191966057312,-2.2744659868891333,-2.1701902611441626,-2.3103187939003007,-1.7296977405331875,-1.5492181135873362,-2.3475011728040447,-1.3294303031186243,-1.563156017845342,-2.915044884501517,-2.1445872634410255,-2.530302243266419,-1.4229692727255396,-1.8682974503884886,-2.4755662606653717,-2.0685107311476463,-2.06142680312705,-1.8770204081513029,-1.5829669159939088,-2.3595550968384043,-2.911989716499667,-2.5102310799120544,-3.636035899410851,-1.7306586970485252,-1.2545487030990496,-1.1236905227857235,-1.2197987317042567,-0.7537333373319104,-2.162203559195217,-0.8879358716742676,-1.1849868353368256,-1.3357048291218205,-1.6210822259665465,-1.2028618347382478,-1.4926941558651778,-1.7534706266204125,-3.8802897010356894,-2.585047971346775,-1.6924393564683216,-1.5217959663351228,-7.469510978329909,-7.48056343908423,-7.53322600263567,-7.384708589285987,-7.623547546125695,-7.473872412763557,-1.1144998550276433,-7.598850029275869,-7.302000737755819,-7.445264281577042,-3.2708842200347727,-1.9680162578257194,-2.2224999978245488,-2.1973818789329083,-1.4392672846277732,-3.7345903085051435,-1.8369834219115702,-2.1745277354061,-4.409189888462697,-2.620912745997453,-1.8659649035441497,-3.1006767286661465,-2.9045144985462295,-3.3721252283151855,-3.7528633664057325,-1.8584658347299385,-4.627580097071026,-1.583857456328292,-3.8056897104243412,-3.0619156583953764,-2.441275916978097,-2.8992295471435545,-3.125759800268872,-3.960275591689555,-3.099222355107935,-2.716053003200225,-3.767602352827206,-2.4925024952592274,-3.4919661739113455,-2.858856895309488,-3.2562160462942917,-3.421521324732393,-2.42987686914581,-2.6153111305493937,-3.2828999351359216,-2.46841155095921,-4.683389472462836,-2.985730173838533,-4.223283398296899,-4.469605688335134,-5.694553728801117,-2.8605352163178646,-3.7044974335512895,-3.287490838601783,-2.7769800880179374,-4.587920790153816,-3.309672356597539,-3.07086885324236,-3.3508042555630873,-3.5421609906285365,-2.837966459336239,-2.5594595198679593,-5.353853727004044,-2.7053467240827316,-4.096019160567309,-4.969099298068432,-2.649754174742134,-2.341846853534136,-1.9800015872008525,-2.157536061674154
-1.5812454235772249,-1.593239981609628,-1.946954551930723,-1.9369702883655773,-2.103519740342543,-1.7223683280344197,-1.6746232008580006,-2.1309338488746836,-1.2335229670930636,-1.2944960814270583,-3.6189636816422937,-1.8835572546314727,-2.486060767562805,-1.1364499877174283,-1.9540725336520839,-2.508070181005717,-2.1955405849143053,-2.159001063739057,-2.028161877165568,-1.7500199841556352,-2.481138289068191,-3.1361660621105867,-2.6843532703566813,-3.7000814283529837,-1.934787084505124,-1.511401853165376,-1.3844482748947453,-1.4695576237364538,-1.025549930644556,-1.9958541131526197,-1.1908305240372077,-1.5291842496418881,-1.4953065967537678,-1.451531917854677,-1.3921114578339153,-1.516194244015713,-1.6139767550589046,-3.7484371022080394,-2.7507044582980917,-1.385669114124466,-1.5395213853382492,-6.754138103314818,-7.038816939320087,-6.7163679669927285,-6.826376486108143,-6.8857409489104375,-6.7539900469572665,-1.6455507723695613,-6.952748903448021,-7.119481833083304,-6.959667796543825,-3.3463201816731427,-1.784375196661041,-2.0190847316793206,-2.5260528642130127,-1.452412231998266,-3.768544558404899,-3.185788471822464,-2.0629983292662035,-3.7917856482709653,-1.990122531632411,-2.064189568821496,-2.992793236212457,-3.1540394825393743,-3.205605177359949,-3.6118130712034784,-2.072754342134493,-3.984324598586354,-1.2849328686648993,-4.245666087825032,-2.910366667460898,-2.501523245657508,-2.7849663469385426,-2.9776863351264935,-3.749897176716922,-2.9287449170204827,-2.6498234459824155,-3.454944363324835,-2.431324494021281,-3.348037878777948,-2.838707153531527,-3.079895297144115,-3.3031938277496997,-2.395588567223701,-2.5849971109051784,-3.3680718582708242,-2.3460477035768186,-4.505601927999087,-2.977206018488904,-4.144218276112519,-4.288712691096333,-5.42881347694859,-3.031108982164391,-3.7087709157319044,-3.1520623200116935,-2.68966929511128,-4.635296741595243,-3.3346348686600225,-3.130531700910156,-3.405959236109923,-3.572437160831087,-2.9126239382938093,-2.559397145539331,-5.092472396652867,-2.7044929170400787,-3.899377035808352,-4.73200587681279,-2.692503487621131,-2.267105349044017,-1.9647258081750572,-2.1744983787747185
-1.3859315652117405,-1.611025501652338,-1.631398989195731,-1.6769954722360956,-1.8775195688437258,-1.6017105974288983,-1.649030970062059,-1.8640767152956805,-1.1331146002323025,-1.1112261247230129,-4.555578630819808,-1.7776479828208953,-2.4595866870431675,-1.022170654232107,-2.0199499096564417,-2.497519434458758,-2.261443771217814,-2.2005426595661053,-2.0874125617483767,-1.8523611930033357,-2.401318836747063,-3.194201854971145,-2.7353827754581017,-3.7401677998373595,-2.064996099952753,-1.4953923056181622,-1.604738757074765,-1.3813426004280165,-1.2547136465179376,-2.6260542174416694,-1.174336521019366,-1.414815024320762,-1.428931710529051,-1.0971043985594082,-1.3463004849645857,-1.7669767416115927,-1.9714268010878093,-3.282986248637918,-2.1444400832620962,-1.132644478868661,-1.53313427725373,-5.722646290261238,-6.654384231456348,-5.573750624922518,-6.116511516858913,-5.893168236266593,-5.8464223026981665,-2.2241303623797997,-6.135409283310157,-6.870936060332788,-6.3731673781124405,-2.893388127043505,-1.848834424376014,-1.9852433673675416,-2.394583116622382,-1.8694525412843308,-3.036442896119167,-3.0842229011020104,-2.3387637403692305,-3.4323374613304494,-1.8319627356414399,-2.254450332990599,-2.8833741643106205,-3.295449743362214,-3.1561841506679977,-3.507890780930276,-2.3845387380502707,-3.735112982327142,-5.063360991707189,-4.720193122576283,-2.7449161349589515,-2.796622225596286,-2.5636763253626778,-2.703054110793525,-3.6645723733282205,-2.6270816065771467,-2.3818796602142753,-3.111091623059189,-2.3469061473248063,-3.1560347032794804,-2.9280554242480954,-2.798441842552565,-3.1526706690320063,-2.311237297584022,-2.5485335174335986,-3.4299075288786,-2.3193804563604874,-4.31899642870386,-2.98495759249943,-3.9277857090876473,-4.1428953469033525,-5.120705168335335,-3.326873328545507,-3.632831110288517,-2.865677936320665,-2.57032817310213,-4.6519760166363024,-3.3292513019637213,-3.32437168828683,-3.408893857643227,-3.5975460891422077,-2.971129710069946,-2.4908383449382088,-4.7974157543853035,-3.024745425862357,-3.6299333806180645,-4.454176755662052,-2.6853445879750213,-2.707720706858509,-1.9460894362052554,-2.191616940179153
-1.147669304942875,-1.601365161110062,-1.3153148781691797,-1.360773456282256,-1.6131142688348523,-1.367826853612256,-1.4625725763839086,-1.5366305075937425,-1.0376987015213648,-1.012230228681019,-5.677641294023881,-1.9578645726819863,-2.369790280962955,-0.988401540726292,-2.0580609526730096,-2.4562848801131096,-2.2606327496782246,-2.2076577289236203,-2.08071182085048,-1.8930794296791364,-2.0862154230348873,-3.0888395267224102,-2.6686181618453753,-3.761826174389701,-2.112019089645442,-1.2784199189805905,-1.5142032659549864,-1.28011032255126,-1.0098223034794938,-3.150016841707913,-0.938665256946377,-1.3119807714927922,-1.22709914366927,-0.9600090118914074,-1.3549724128817116,-1.697929811826447,-1.4157204453325485,-3.1622836719891425,-1.7442341072905267,-1.104092008096299,-1.4284648258888561,-5.546648533592409,-7.077380279146749,-5.91880351748395,-6.259148122342007,-5.900219837397441,-6.103705916263206,-2.06702389870468,-5.977173698319856,-6.985377825652969,-6.487269835402339,-2.9955834936860586,-1.6178870442993787,-1.6614916196528888,-2.3477752463343093,-2.8401899298137963,-2.7792389107516686,-3.7478122628436372,-2.189281606671842,-3.260100991079456,-2.142970606206241,-2.4367552541631126,-3.097053089391156,-3.3950672797289285,-3.2356871239206253,-3.4523301250999894,-2.6971464192486936,-3.3261545823065273,-8.727239217065172,-5.218245307760582,-2.6575321512549936,-2.957668400828047,-2.309725598278879,-2.4959510272806313,-3.5306806547357206,-2.569736478390567,-2.1565757649414437,-2.940771297509936,-2.2528513575804654,-3.0697148267099057,-2.920691684919929,-2.7298332722802843,-3.1012258937915296,-2.325613437919768,-2.3867906514502932,-3.298756261168017,-2.392575334690931,-4.032242514635764,-2.965291000466088,-3.676861222358701,-3.933249652573966,-4.732979877157007,-3.456221868528149,-3.517522054494118,-2.5611469019273687,-2.4901198279127317,-4.53412448847031,-3.336668981824974,-3.3636596020347915,-3.381063088931309,-3.5103170239918504,-3.0066152496422287,-2.4459996286399863,-4.41598759709615,-3.1602867266907286,-3.2887214303759036,-4.109799945922832,-2.8671767202785525,-2.66613206659061,-1.9460947555617383,-2.2063238730377512
-1.430963421558913,-1.3628981774039968,-1.2059365847504115,-1.5129764115205293,-1.5094653207802324,-1.3889731166562052,-1.3206986271224155,-1.714999705225147,-0.8995334745245304,-0.8527528771856594,-4.128630339242464,-1.6369094633719172,-2.368936614343564,-0.98854749386021,-2.0602485998238214,-2.4022947809823623,-2.1815300606633587,-2.2136022460720506,-2.028623452715013,-1.8739735218169036,-1.4972211128576625,-2.793829692554244,-2.4774142853082406,-3.7701192446892255,-2.069467835227474,-1.012837378618958,-1.3921626807794347,-1.2416784024597627,-0.8355395684083481,-2.946065256756541,-0.37103549104021444,-1.0535622534720843,-1.0064920148102934,-0.5081134115710348,-1.232038477039763,-1.6622448602605941,-1.6770382098099224,-3.046953356945356,-1.4224855769917226,-1.1574180129564844,-1.391216872052441,-6.975363306091162,-7.6579827785576935,-7.0557921934588235,-7.291788271613293,-6.948051623864095,-7.186676721707476,-1.8526239589018938,-6.815801369276903,-7.579453266199686,-7.368293284588963,-2.849201769474325,-1.4454498634128796,-1.8845987530421826,-1.7730117636725056,-4.433639787728311,-2.7921045878262514,-4.810601023907498,-2.129733520984299,-2.9830423227857694,-2.691608968325382,-2.611020949602165,-3.0453908494326827,-3.3518599389911152,-3.2429753457414403,-3.4595161651338913,-2.3500073356203157,-3.4440335975600713,-11.275881416765557,-5.732101893805811,-2.6788080427113714,-3.0099054108004135,-2.0570485777768828,-2.361769092172717,-3.3279210564294703,-2.805364465252137,-2.054338456455956,-2.9741131149087403,-2.163230915023383,-3.1183933089383093,-2.8350503483092515,-2.9359211871585393,-3.1787915620585308,-2.4708327683235805,-2.09919761286689,-2.9426562585088574,-2.616606337590808,-3.5995787796095877,-2.9282407198159754,-3.3731727071297284,-3.635020026348256,-4.217514771970454,-3.4500732206120732,-3.392376682384288,-2.3643769599376023,-2.5084207516556547,-4.254518391248704,-3.3569066528579765,-3.251081839660952,-3.345515479473435,-3.301005376371592,-3.041231056885055,-2.4699362276111816,-3.9005164071659815,-3.1350365458206815,-2.841179166966675,-3.661349610565696,-3.0918247139823687,-2.4628297113961573,-1.9460799042491863,-2.2103724963154012
-1.7039038641346924,-1.132429680019307,-1.1013693984203847,-1.6413566915277924,-1.4005731026524844,-1.4189298076263877,-1.1992299277488252,-1.8551293685031889,-0.7530891616282487,-0.6959874086869055,-2.789978413428107,-1.4133444180390675,-2.3497516865098094,-0.8774681945374855,-2.015255362047694,-2.3710604673772564,-2.0046044996660526,-2.270530266977434,-1.9473857544167894,-1.7995067559788955,-0.5449491981290205,-2.2322388842517027,-2.1438527663123526,-3.7701199666819916,-1.923055610391917,-1.0957179416590372,-1.5164095739906553,-1.462673764972358,-0.7544731248319568,-2.9815621812404647,-0.3938834561530077,-1.2307199831114057,-1.1476123065367354,-0.273585833047288,-0.813165570108839,-1.2753871483628283,-1.8495045698387138,-2.4621507468648063,-1.1503659448927275,-1.2248313914114846,-0.9993924350181721,-7.795409715751496,-7.97409414242237,-7.859634459226558,-7.777323788344843,-7.711481068036,-7.826937169054257,-1.7154576188238049,-7.446306115780952,-7.865455482436946,-7.904950887002906,-2.8218707197476545,-1.4649390561102682,-2.1532708299196814,-1.4320020842777685,-3.6957978005183034,-2.779079877925454,-4.0086334850439425,-2.254524025706671,-2.54656295382197,-2.3300986919708695,-2.7769533849017733,-3.1161118776850008,-3.184419841431894,-3.3208251803423785,-3.540068143869814,-2.0615797072101283,-3.3226734403316964,-12.331276260101264,-6.257419842370086,-2.8323694023509054,-2.9654627994750324,-1.870265432707024,-2.293221228510898,-3.023262962695063,-3.3024741010151444,-2.1781234239590863,-3.2053802734369947,-2.0977279025859166,-3.316171772287301,-2.68761964801445,-3.408827046891294,-3.4014765075572395,-2.76274363824227,-1.6775007912892967,-2.2581067714393903,-3.0164806392697265,-2.9215253598772843,-2.88653536180959,-2.9852589217263716,-3.2032286872457165,-3.4699365164245544,-3.321981781096439,-3.3035205656791913,-2.542498545894978,-2.704942276307678,-3.746358645408242,-3.3922036372988345,-2.9651982890725583,-3.328812794768599,-2.9401841790758567,-3.098590616919252,-2.6107554571727722,-3.1472436108173403,-2.929063618130325,-2.218269225193093,-3.0331131702621335,-3.1997816256916263,-2.407000394360026,-1.946072807635944,-2.19478880736835
-1.454067484251876,-1.0849790459084092,-1.182766533512385,-1.4671473113251063,-1.2287337064495838,-1.442351315984781,-1.1698248745287267,-1.3384815589051127,-0.4019633717122884,-0.5690522594039958,-2.472136598071209,-0.8833971714567215,-2.362600762801226,-1.0625815403790553,-2.0858587400447757,-2.799273396350973,-2.1453529550012016,-2.2840076213639824,-2.288837025267958,-2.353153563074376,-0.6883014428084487,-2.2925458651787753,-2.2110361234669385,-3.7701197081602196,-2.4142261176084507,-1.178662181374912,-1.5328726819661525,-1.4505701131305315,-0.8652379382450519,-3.077532420504645,-0.6787742988131924,-1.5421108889629944,-1.2760967724212888,-0.3599651588266468,-0.7010698403823296,-1.1320288302437254,-1.7147924284342158,-2.53392970938711,-0.8890079689111748,-1.251596782245611,-0.8011734763276585,-7.766599142420671,-7.61923228471022,-7.751300820890643,-7.496688850810678,-7.564971423479818,-7.636954198521715,-1.885220683532173,-7.2976764181957146,-7.5643345444977355,-7.669354400145988,-2.7745886256241383,-1.4215239012135796,-1.7847167419457508,-1.6810143743529966,-2.496275935041945,-2.6541386096197814,-3.8206971876419598,-2.091713376553153,-2.781721619245248,-1.9717475201808492,-2.883882463320713,-3.1845319706604625,-2.9653937712851524,-3.3416518435821554,-3.3735378352024177,-2.007728608635142,-3.24707081102429,-13.177311551563365,-6.120283460450075,-2.951349304112794,-3.2150533094171028,-2.167783620162036,-2.1739750678487866,-2.836829489926545,-3.037839282149274,-2.3204748612228707,-3.2520398329752944,-2.5167115145919325,-3.134868188239547,-2.7253430391560225,-3.558406393544022,-3.063816027673645,-2.688121978807999,-2.0239173241516624,-2.492081262093921,-2.7942582733184596,-2.6809770756869162,-2.5583281943281886,-3.0011534783467835,-3.080545662293262,-3.5277156837872488,-3.2101991315095373,-3.778089165133392,-2.7426531096670548,-2.4773112442879768,-3.4989742003912916,-3.099217536904529,-3.2463293658369285,-3.0594755362113464,-2.834397667054875,-2.5821304858077903,-2.8622399189628496,-3.388025826181637,-3.595190401129823,-2.1943752082502668,-3.1454541876764313,-3.084987862097542,-2.6801897707899833,-1.946072392054825,-2.0264256863565575
-1.619106359243215,-0.8787597739903685,-1.1277587784117076,-1.2482713856728183,-1.222874379572865,-1.1877396793146346,-1.2426756458257298,-1.2974141100915186,-0.23079335140259652,-0.4316027089536531,-2.3049206053996363,-1.0867442557852738,-2.3422483516680197,-1.183005585981853,-2.1940517249602856,-2.9682059291902227,-2.273854607755687,-2.2717740052595654,-2.7074112012350304,-2.4242636908828965,-1.0831349567359918,-2.3470101237114993,-2.468397365819992,-3.770120369123339,-2.095270267170431,-1.128173500655497,-1.464523031870732,-1.4764516287753675,-0.9801702625186662,-3.241599559385542,-1.0646712311200082,-1.69070075834851,-1.6187514254304698,-0.5473045163042083,-0.7069372777104977,-1.2405167268906108,-1.6511699435202796,-2.517928946483839,-1.1331608977678438,-1.5553773200395709,-0.8991592984982366,-7.232047809950619,-6.701681587522629,-6.9840065975892385,-6.665999704967412,-6.797719037025853,-6.85562861682923,-2.024340568603571,-6.676549022405522,-6.756096657720599,-6.829611215892397,-2.5866961771477834,-2.144806399234916,-2.4142074096963015,-1.8563530518961535,-3.0407550777015073,-2.515085241773496,-4.102426091932793,-2.140282177076827,-2.7888200974095723,-1.982256904848283,-2.6001989248428212,-3.186723517379602,-2.866791490212521,-3.3224867608303916,-2.753214617190746,-2.1075611004580157,-3.3322257273617817,-12.476873042692695,-5.672031361549364,-2.873010744004413,-3.0865466153548837,-1.5127971146841783,-2.5280335832159504,-2.6791322530727038,-3.119493052753086,-3.338386773943448,-3.0145647115288043,-2.4992999960291034,-3.102116756824936,-3.016155531379395,-3.552285292117865,-3.725840418472168,-3.0860358511560455,-2.2841855634366586,-2.4704226844973696,-3.132220103370607,-2.876756700444097,-3.06160134062835,-3.000952561754212,-2.949396000554613,-3.8118756693261804,-3.755875971534893,-3.853795107431001,-3.0025171750657624,-2.889336211577262,-3.8587615879124946,-3.3726473237901047,-3.9928382701539724,-3.596868840687064,-3.2081106860864375,-3.8860876952028063,-2.994527587188313,-3.554312383884474,-3.0351448537384336,-2.3794023768073704,-3.67452449207265,-3.0965928880607296,-3.0766026094906853,-1.9460869911791787,-2.1794437068594417
-1.3377269907337002,-1.0757082629744643,-1.2302034708714662,-1.385369017455058,-1.1903522038921819,-1.3913386337087654,-1.3855782222863804,-1.6152449199055512,-0.5540071554420225,-0.6947522249957176,-2.202070162213262,-1.0434634038223698,-2.2373656489965135,-2.3255692123212537,-2.5009807735216993,-3.5029495272200144,-2.7661449152219504,-2.708350714627999,-3.2201545920526606,-2.8156569834157494,-1.6526545208736176,-2.872688168240349,-3.012997705838556,-3.77011993283829,-2.551342751863939,-1.1281809917354513,-1.4645204063629544,-1.4764495941017766,-0.9802064667593485,-3.2416382812641005,-1.0646853375407481,-1.6906971724684456,-1.61874033066237,-1.1805340771095958,-1.073992086887629,-1.4038523066987771,-1.693536291629987,-2.6915770860074644,-1.456322000041161,-1.622768430931945,-1.1470080960604319,-6.530633585286224,-5.456197672172089,-5.7942285223081305,-5.695140053922227,-5.695938703359006,-5.733725564206142,-2.406454460367574,-5.998313246830303,-5.552168384116409,-5.527988254260372,-2.46123645601781,-1.6694815940269963,-2.6166852603967223,-1.8882906208630084,-2.591311784490922,-2.515122061321406,-3.9347738288446403,-2.50944766401957,-2.762085616568114,-2.511603543634585,-2.657591978276909,-3.31540638875544,-2.9311825346290146,-3.320902379367839,-2.7094372895092094,-2.081328879474476,-3.197298054608943,-9.375148704556462,-4.0981527347872015,-2.485957948631436,-3.0003839542131527,-1.08367709490977,-2.8050613777687614,-2.9631287303567286,-2.9281269597991093,-2.88582744528318,-3.111223429119834,-2.540100373927157,-1.9901195491149508,-3.0389930320817227,-3.0005754567543086,-4.119186400728282,-2.4124999116908805,-2.3300649562123272,-2.606624740654847,-2.2067857904939614,-3.4119358403515987,-3.989435251640365,-3.072040413996932,-3.187702042630092,-4.371575430340288,-4.0835311699086345,-4.451763441159487,-3.3258491249347975,-3.316764960377833,-3.5029576936493756,-3.737119600140263,-4.1175470360255995,-3.2635345251449714,-3.6847293548935562,-3.574520799293501,-2.3100063030740685,-4.182782900878445,-3.0781833974806148,-2.290008250557685,-3.5905851305229275,-3.1508947648144825,-3.1432464419342265,-1.9460870595772866,-2.1333870652509743
