Mozambique - NORTH_Niassa,Mozambique - SOUTH_Maputo,Mozambique - NORTH_Cabo Delgado,Mozambique - NORTH_Nampula,Mozambique - CENTER_Zambezi,Mozambique - CENTER_Tete,Mozambique - CENTER_Manica,Mozambique - CENTER_Sofala,Mozambique - SOUTH_Inhambane,Mozambique - SOUTH_Gaza,Angola,Botswana,Eritrea,Swaziland,Ethiopia - Addis Abeba,Ethiopia - Affar,Ethiopia - Amhara,Ethiopia - Benis Gumz,Ethiopia - Dire Dawa,Ethiopia - Gambela,Ethiopia - Harari,Ethiopia - Oromiya,Ethiopia - Sidama,Ethiopia - Somali,Ethiopia - Tigray,Kenya - Central,Kenya - Coast,Kenya - Eastern,Kenya - Nairobi,Kenya - North Eastern,Kenya - Nyanza,Kenya - Rift Valley,Kenya - Western,Lesotho,Malawi,Namibia,Rwanda,South Sudan,United Republic of Tanzania,Uganda,Zambia,Zimbabwe - Bulawayo,Zimbabwe - Harare Chitungwiza,Zimbabwe - Manicaland,Zimbabwe - Mashonaland Central,Zimbabwe - Mashonaland East,Zimbabwe - Mashonaland West,Zimbabwe - Masvingo,Zimbabwe - Matabeleland North,Zimbabwe - Matabeleland South,Zimbabwe - Midlands,Benin,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea-Bissau,Guinea,Liberia,Mali,Mauritania,Niger,Nigeria - Abia,Nigeria - Adamawa,Nigeria - Akwa-Ibom,Nigeria - Anambra,Nigeria - Bauchi,Nigeria - Bayelsa,Nigeria - Benue,Nigeria - Borno,Nigeria - CrossRiver,Nigeria - Delta,Nigeria - Ebonyi,Nigeria - Edo,Nigeria - Ekiti,Nigeria - Enugu,Nigeria - FCT,Nigeria - Gombe,Nigeria - Imo,Nigeria - Jigawa,Nigeria - Kaduna,Nigeria - Kano,Nigeria - Katsina,Nigeria - Kebbi,Nigeria - Kogi,Nigeria - Kwara,Nigeria - Lagos,Nigeria - Nasarawa,Nigeria - Niger,Nigeria - Ogun,Nigeria - Ondo,Nigeria - Osun,Nigeria - Oyo,Nigeria - Plateau,Nigeria - Rivers,Nigeria - Sokoto,Nigeria - Taraba,Nigeria - Yobe,Nigeria - Zamfara,Senegal,Sierra Leone,São Tomé and Príncipe,Togo
-1.3376842506506739,-1.0758950467646107,-1.2301845427775961,-1.3853731707738424,-1.190363405751139,-1.3913401566379457,-1.385580218551543,-1.6151733363719594,-0.5540047501847286,-0.6947376208464519,-2.203153340274406,-1.0434739961544803,-2.237564062300586,-2.3255737304367354,-2.500990565074319,-3.5029463354389088,-2.7661459875606806,-2.7071455275387564,-3.2200944649830463,-2.8156567152526493,-1.6526632444669962,-2.872621628952303,-3.012613853134594,-3.770117946479927,-2.5514008146412412,-1.128186779469576,-1.4645140937778043,-1.4764449100905912,-0.9802495852449784,-3.2417515966665897,-1.0646824224102778,-1.6906997463612494,-1.6187388153422133,-1.1805441045449643,-1.0739515934102768,-1.4038069157929207,-1.6935387718423751,-2.689138837086682,-1.456323095713206,-1.62277522454179,-1.147019717994537,-6.5307386852279645,-5.455232417480989,-5.7947040706145945,-5.695034382377955,-5.695894622162639,-5.728312883060864,-2.404197667130793,-5.99876310516889,-5.553034751782116,-5.531839747114532,-2.4585276494068156,-1.66935599283227,-2.6166846599133624,-1.8882687442486699,-2.591427927808135,-2.5151616174937823,-3.928957418570061,-2.5094171703892014,-2.76209963219541,-2.5115640127063568,-2.65751474352258,-3.3153975905018873,-2.931164053365411,-3.3209064989934025,-2.7097340081279206,-2.0813232192924835,-3.1960003903455014,-8.462633577964667,-4.098062098859221,-2.4859553834121577,-2.999977385337591,-1.083678687349814,-2.805205008759068,-2.963192627972281,-2.9281198919699665,-2.8858364397656633,-3.1112181591274273,-2.5401016529679166,-1.9901244464059806,-3.038997873504898,-3.0005436925793094,-4.1191931284409735,-2.4124971482421653,-2.330084444422237,-2.6066266286430158,-2.2067949953391435,-3.411923244569856,-3.9896947202547475,-3.072039734756216,-3.187683429667772,-4.371577466049772,-4.083523481167474,-4.452388219330008,-3.325841726533484,-3.31581517974503,-3.5029898659416983,-3.7378441545051864,-4.117538976934609,-3.2635525558125216,-3.6847282807030077,-3.574509956549013,-2.3100213934238742,-4.182774012091218,-3.0781487720085154,-2.2900120610301373,-3.5905696902215816,-3.1508014507244986,-3.1432451136071724,-1.946085470988378,-2.1333813557122654
-0.39895541783249905,-0.5769992349189862,-0.7383852651975378,0.19814836590879042,-1.2849085677293657,0.3736240615133581,-0.8325940062906436,-0.45899066006689226,-1.178866437825962,-1.5937112641090851,-2.06182665028114,-2.958561750924151,-0.8997853973341094,-1.8268522904057547,-1.169730921221966,-2.313706283259701,-0.8468818768277653,-2.9468727952998512,-2.4166892897247805,-2.3588154304455053,-3.673540210737338,-1.1841234810256713,-2.9265115835693445,-1.466337068793427,-0.43149335964061636,-1.5249668086623978,-1.1580816110850753,-0.9190692990233615,-0.4632078542471427,-1.3887742574406263,-1.4653392674386292,-1.20757751781557,-1.3161644762228046,-3.555007259182175,-1.628477931453567,-2.83220872772777,-3.3353257117208077,0.1376409598703833,-1.411777500002201,-1.5559219318176583,-1.2252283604086296,-0.34985199665539785,-1.7298200316672105,-1.936806340999203,-1.536822445015419,-1.7095578917022338,-1.3441687989242084,0.26387450118810396,-1.8617266894180826,-1.4476708791249446,-0.2760669496592157,-2.9507782544728127,-1.3358054754565785,-0.7199136462768141,-1.3292048131097842,-4.9304706466472314,0.1033647300900937,-4.3773500346885985,0.9610987308226927,-1.9672877703984584,0.2034891025519274,-0.3601851938604154,1.8320133976392419,0.47555798839169255,1.3667375308780223,-1.473435576083325,-0.15754968758291346,-2.537668500049349,-7.57625243230257,-0.2481035137951637,-0.5166178693889226,-0.0558527845721195,-0.5272877103568138,-1.9520503306940908,-0.19361025420893244,-0.7828624023499473,-1.0877596294670309,-0.30087205894976904,-0.8460862360171214,-0.6039515705808417,-0.620453557973658,-2.0656571429883335,-0.6227280465816021,-0.8966620860403571,0.49935455902715215,-0.24310335258328672,-1.5282110843172125,-0.659705536690307,-0.24113292752300589,-1.5382183124888509,0.7483343823579374,-0.7441033539943432,-2.192483043795609,-0.2585814342355148,-2.039481803086804,-2.5868005875371245,2.384945942955031,-0.29046465528661775,-1.7295837360439041,-1.1596314524227036,0.08641167454676849,-0.12235769834138908,-1.0503632276997625,2.239612348756504,0.22313319209961335,-0.6408531207751571,-1.012806100916758,0.26162484667457725,2.68976199451013,-1.466337068793427,-1.287272599347757
-0.39899162379051323,-0.5769424402085425,-0.7384151284443675,0.19813437044471857,-1.2849124882342595,0.37362481988159385,-0.8325962287804811,-0.4591242065027954,-1.1788553786521696,-1.593720011702386,-2.061751965445946,-3.1149278293131326,-0.9401530468146722,-2.0147513607405108,-1.169730891193175,-2.3137053337713103,-0.8468835502212713,-2.9474450095574394,-2.4165640834158033,-2.3588213689930235,-3.673539867656715,-1.1841300792204614,-2.926312037628267,-1.466337068793427,-0.43149733437271914,-1.5249752380370554,-1.158066391247819,-0.9190676673122624,-0.46314479657446606,-1.3886849358164377,-1.4653421569996883,-1.207586216099034,-1.3161601064006152,-3.656123790074465,-1.820092023543378,-2.8322280357664185,-3.3353245445255997,0.11726735776812919,-1.4982351568176409,-1.5559395417173396,-1.2916794500396045,-0.34969430381401273,-1.7292450713818879,-1.9333370368423985,-1.537780085019186,-1.7096879523938988,-1.355220353864456,0.2685309204607045,-1.8604099264146357,-1.4477605810606258,-0.2779029831937946,-2.9365310623978895,-1.349381050173945,-1.003396078255445,-1.3291523369289422,-4.93384035772042,0.11169302492057727,-4.376820122172782,0.8553860743540188,-1.9703166586502152,0.2032365712848818,-0.36013999067465324,1.7858195468393507,0.4755629310174431,1.2679014144070464,-1.473378908152204,-0.15753692469801853,-2.5553498813584357,-8.898603598059333,-0.247375362005492,-0.5166163777832194,-0.055823580408778294,-0.5272831614988827,-1.9521209952905818,-0.1937253342231033,-0.7828436792000996,-1.087724800671048,-0.3008703619930773,-0.8460863119757948,-0.6039461247952177,-0.6204761581186486,-2.0656378132519135,-0.622737227480003,-0.8966601972349656,0.4994491880835932,-0.2431037194048139,-1.528248790650769,-0.6596803405931196,-0.2411952685911426,-1.5382173952371865,0.7483384340034089,-0.7441059128878619,-2.1924774018298128,-0.2585472154937074,-2.0395073553747953,-2.5859642717071973,2.3849493342427075,-0.2915704263690883,-1.7295900675055371,-1.1596260199425914,0.08641652869380231,-0.12214954458110265,-1.050349612681849,2.2396170347906095,0.22294776457324555,-0.6408531298666124,-1.0128102665875907,0.2616250319070057,2.6897701845425033,-1.466337068793427,-1.2872603973285945
-0.3990151159209231,-0.5768105124488452,-0.7384395799325492,0.19813103371504312,-1.2849159521258904,0.37362905705665683,-0.8325973608706443,-0.4591690382636236,-1.1788541874564564,-1.5937256748614506,-2.0609008899498433,-3.405341585677529,-1.097000973368261,-2.229100143591023,-1.1697534690860265,-2.31370382608198,-0.8468853448130768,-2.9465372140656734,-2.416420465952247,-2.358830878991925,-3.6735473197287694,-1.184120364044898,-2.9261483071400622,-1.466337068793427,-0.4314937741856533,-1.5249824492820623,-1.1580533960380546,-0.9190718286132074,-0.4630870978642449,-1.3886337695584814,-1.4653330610605968,-1.2075858853112782,-1.3161546589095272,-3.7942189853979293,-1.8818344806359038,-2.832242695937038,-3.335311179481529,0.005741282517133323,-1.57234576033026,-1.5559591109109017,-1.4082834153935366,-0.3493382143181601,-1.7289591095396502,-1.9339739209610605,-1.536990678249143,-1.7092703874349242,-1.3676472085702291,0.27346149988546997,-1.859993085448389,-1.4486206969626743,-0.2742455864812771,-2.8129644307235577,-1.2617706930469677,-1.2572585533315308,-1.3291545345947795,-4.932988744024396,-0.012368929600929965,-4.375906406135842,0.7158374292549887,-1.9770054916005837,0.4035162461136078,-0.36001440779913513,1.69512226727942,0.4755687598134468,1.1621368484829866,-1.4734438427617715,-0.15754587674537987,-2.470995414810645,-8.03382349447619,-0.24629826609942762,-0.5166154117915751,-0.0557067643328888,-0.5272825614755009,-1.9519835633582223,-0.19401905310201004,-0.782823872505323,-1.087694099305915,-0.30087389029602085,-0.8460874191824467,-0.6039404079124118,-0.6204975786283081,-2.0655696413181728,-0.62274853693605,-0.8966623383911684,0.4995778656482215,-0.24310310578049943,-1.528256432941354,-0.6596400950853333,-0.24130859384480913,-1.5382182772266508,0.7483440380413355,-0.7441030914876957,-2.19247586077535,-0.2582284080721997,-2.039520162139841,-2.588222586617805,2.3849474965037794,-0.29200107801553843,-1.7295871063455834,-1.1596135055588022,0.08641168327558854,-0.12178911761068993,-1.050328369081657,2.2396636168558324,0.22263302097411586,-0.6408653587390479,-1.0128138064198002,0.2616171646388319,2.689758519031209,-1.466337068793427,-1.2872720933691222
-0.39895881684394674,-0.5767292209974053,-0.7384778414682154,0.1981269839988707,-1.28492641248653,0.37363339285723085,-0.8325984737977147,-0.45934928136265685,-1.1788491101815977,-1.5937207607142516,-2.0616503605711514,-3.6331637327031885,-1.275040902136029,-2.4994037290770557,-1.1697785836705903,-2.313705024432543,-0.846888121195576,-2.9467152997567334,-2.416403921713434,-2.3588398294458632,-3.6735507323787107,-1.184123526155477,-2.9260556128830513,-1.466337068793427,-0.4314925776334331,-1.524993746477412,-1.158023438504731,-0.9190616701038058,-0.46324835303593764,-1.3887482849431503,-1.465322850379348,-1.2075730385305805,-1.3161556930850928,-3.895063894309464,-1.9232543852804393,-2.8322516683936136,-3.335282828996471,0.0035396074696041092,-1.70826667084267,-1.6024382921041664,-1.5594301880665333,-0.3504468565525563,-1.7291892894157919,-1.9317755789221964,-1.537880000485442,-1.7093244200336972,-1.3780377407574502,0.2768010258682276,-1.8591323106350999,-1.447870505353988,-0.27998970846396815,-2.4311063864912694,-0.8496114959167611,-1.510025933102864,-1.3291736327389532,-4.932784105779737,-0.20496722031572626,-4.372536023412591,0.4880316452672392,-1.9796275044566976,0.6033044500453832,-0.3598992141002936,1.5819073038085247,0.4755840693760462,1.0203695796522467,-1.4733753308096014,-0.15754951800886713,-2.161693151240308,-8.440996283407273,-0.24516949779041183,-0.5166136003879823,-0.055660710494676316,-0.5272708863371036,-1.951506009210007,-0.19404692365067866,-0.7828137688074985,-1.0876417695685605,-0.3008774426316306,-0.8461000657419716,-0.6039302061878591,-0.6205040336556891,-2.065588699624553,-0.6227376288055292,-0.8966689379116051,0.49966293951149804,-0.24310438695384634,-1.5282580251753484,-0.6596625788106951,-0.24161166924290356,-1.5382187517873995,0.7483440413059587,-0.744105285231777,-2.192472479160527,-0.2579425337008676,-2.0394711425957284,-2.587885621774518,2.384983587906208,-0.2910234258843352,-1.7295819296643549,-1.1596320478577982,0.0863989090155704,-0.12140561160463341,-1.050315672828449,2.2397059228859835,0.2224110984625347,-0.6408985049743382,-1.0128126092581153,0.2615955882603829,2.663660676590892,-1.466337068793427,-1.2872992467058129
-0.39899039615641424,-0.5764491050454372,-0.7384985697374777,0.198125027398876,-1.284940757116102,0.3736405985772775,-0.8325974836603102,-0.45955335459637153,-1.178851791035604,-1.5937287075732003,-2.061442171976987,-3.858967318635049,-1.2899441936682272,-2.6497706621284522,-1.1698100134225653,-2.313698190839487,-0.8468891153807625,-2.9478256770735656,-2.4165411043948306,-2.3588457136553505,-3.6735579367282374,-1.1841932656933003,-2.9257620007325347,-1.466337068793427,-0.431469002825136,-1.5897098529066906,-1.179316531036827,-1.086254111655721,-0.38944064975123616,-1.132775423315758,-1.8350087614509143,-1.518315841853826,-1.5153566364146238,-4.007053553339107,-1.9602798730627404,-2.832284992356899,-3.335255485819599,0.09629068911075966,-1.6283081259364796,-1.6920652569335692,-1.6320787011104847,-0.3506204829991336,-1.7292261683081815,-1.9300159474977248,-1.539299209111744,-1.7099450924187658,-1.3823748098967699,0.2815675304111675,-1.8581343422475827,-1.448217873781439,-0.2959305904524181,-1.7203643374765518,-0.492279122218982,-1.4970155287017783,-1.3086275929820255,-4.929580148601278,-0.42650944703159854,-4.4017217430253,0.19930425425200282,-1.9873315267358613,0.6099719294689836,-0.36001631212345575,1.4616881809598112,0.475593046644147,0.9122559613227139,-1.4734629224218216,-0.07624378940184605,-1.7304084880376223,-3.175912286148389,-0.2447201123436441,-0.5166141978015063,-0.0555883284793148,-0.5272676527809577,-1.951003347428354,-0.19403223597841804,-0.7828458005171961,-1.0876222489814582,-0.30087966681259487,-0.8461130999276035,-0.6039342526943708,-0.6205272608037383,-2.0656530943984586,-0.6227503381862407,-0.8966694598087451,0.49973326356251346,-0.24310852793775176,-1.5282576494395803,-0.6596861815609204,-0.2422998383820798,-1.5382174031527696,0.7483411290221218,-0.7441089579136708,-2.192481136984354,-0.257226208842765,-2.039444301489498,-2.5861137120347006,2.385008599753513,-0.29039056709158323,-1.7295811896432258,-1.1596492515844312,0.08639302726330077,-0.12090403360658591,-1.0503098025946886,2.2397508026930053,0.22168258459422088,-0.6409419976207297,-1.012807165189084,0.2615781450031059,2.616794609872506,-1.466337068793427,-1.2873437619095864
-0.3990217118041451,-0.5762695846195957,-0.7385449852601049,0.19812093385116678,-1.2849545171802281,0.3736400976458491,-0.8325965938847968,-0.4595645080914604,-1.1788533399930399,-1.593725626124762,-2.0593475453968746,-4.065129728940407,-1.368745707169487,-2.5506577973988924,-1.169850726290436,-2.313703403649944,-0.8468932642236798,-2.948368607987363,-2.4166487334492204,-2.3588498376994345,-3.67355729322473,-1.1843507918796015,-2.925375884608352,-1.466337068793427,-0.4314225989606166,-1.9556104950236668,-1.2098991310963316,-1.4570199845135288,-0.4903628401923071,-1.2364828705755582,-2.324472247849799,-1.7400432662978795,-1.8021966410264676,-4.117162474528478,-1.8454596206762741,-2.928329336261082,-3.1092419346535505,-0.0031880972525742198,-1.6300026225425481,-1.7202643213372013,-1.7663195856060407,-0.3435308895849882,-1.7297907480173704,-1.9294435966626464,-1.5409668838990571,-1.710558817509515,-1.3857461080789435,0.28571019144348564,-1.8567152089441967,-1.4482313610755553,-0.3162794988558472,-1.184774068785837,-0.589047878144858,-1.3690166625305866,-1.0669687091449276,-4.926036271152584,-0.6338303449120268,-4.4321545853311886,-0.05999653377575784,-2.0029710689627325,0.5449344106249628,-0.36020291061373444,1.3030844731004407,0.4756039704562525,0.7820873923810617,-1.473376248306197,0.0050690012954823374,-0.9908249667369993,-2.90992862437611,-0.24432942731382468,-0.5166182195437445,-0.05552596410877829,-0.5272677480456232,-1.9504781465137604,-0.1941315923305532,-0.7828187280923341,-1.087618748563155,-0.3008756304049714,-0.8461223714025002,-0.6039486502635493,-0.6205666578594956,-2.0657923299773833,-0.6227545176060486,-0.8966667685425316,0.4996456761540039,-0.24310882154672556,-1.528291737097677,-0.6596773324605996,-0.24280191003528,-1.538216727039343,0.7483343928479307,-0.7441076719074673,-2.192488928518673,-0.2566342379866033,-2.0394471969858774,-2.58483520769582,2.3849857111590858,-0.29000334830080987,-1.7295870130074078,-1.1596519263051914,0.08639726573146288,-0.12040932171083926,-1.0503067298614772,2.2397840246012,0.22102242294887495,-0.6409939112895052,-1.0128009330500232,0.21088795793761686,2.5972869600411133,-1.466337068793427,-1.2874026392131634
-0.5527673969084648,-0.683328094340076,-0.8095708360255979,0.09375026715735672,-1.3237486827762435,0.08971423770624964,-0.9258947472023978,-0.42458194016374723,-1.157310130879906,-1.5894579947165293,-1.3989105641320259,-4.220695972542653,-1.5004867610728565,-2.1744199024173896,-1.1699018540486743,-2.313707938757269,-0.8468937348125284,-2.9495928340888966,-2.4166328063404996,-2.3588598025786065,-3.673559527650242,-1.1845303631555884,-2.925265599062776,-1.466337068793427,-0.43137240346365135,-2.2034276520652254,-1.458199692726123,-1.729267039453664,-0.683983366645135,-1.3640725999416847,-2.748861342066266,-2.0292750071672083,-1.9722985649549007,-4.048116745459292,-1.753388803221587,-3.0562506032932615,-2.8652817204413066,0.19419879855661018,-1.7177079649028342,-1.6727312207037786,-1.9519722809194389,-0.35282349036708366,-1.730434932609093,-1.932464166081458,-1.5447709880360638,-1.7130085019727208,-1.3669432286077412,0.2004612118906179,-1.8569570273488378,-1.4485074972521486,-0.3487081058160176,-0.8774832214325282,-0.9212515166162429,-1.8835393062113326,-1.0560240135822632,-4.961078960218256,-0.869687136207382,-4.468127559113624,-0.2912054198261245,-2.0288293337297594,0.2659620435592486,-0.3602577340775275,1.1153822545724776,0.4756253907186668,0.6200012532420578,-1.4733993879431335,0.0678130594423674,-0.46307577857621773,-7.570777126101488,-0.24319953425623617,-0.516622251659396,-0.05554535258088386,-0.5272552512507126,-1.9499723844968155,-0.19429083053320287,-0.7828178562184918,-1.0876054878254553,-0.30086302443740226,-0.8461183679119046,-0.6039514718620698,-0.6206083118788035,-2.0661100474102208,-0.6227794094240794,-0.8966709514406663,0.4995591875496441,-0.243104907943273,-1.5282856496205313,-0.6596600678988956,-0.24350828388076107,-1.538213349060272,0.7483275915378956,-0.7441108390791302,-2.192492401174408,-0.2560097675300886,-2.039461271004769,-2.5816993135779995,2.3849305171375974,-0.28933004267519113,-1.729578995277588,-1.159657311348074,0.08640331499252406,-0.12007579431160269,-1.050302713444843,2.239825111157469,0.22011770104699854,-0.641063846113492,-1.0127964136924763,0.3353833659247098,2.6245935260913993,-1.466337068793427,-1.2874382714651869
-0.7065733334117285,-0.790303931861939,-0.8805781405877057,-0.010609530670233944,-1.3625492810835294,-0.19420238182040497,-1.019196763599748,-0.38968971265852026,-1.1357661578753815,-1.5851884581175575,-0.9278638981770014,-4.366242120764079,-1.6952370385130333,-1.8234958922180966,-1.1699522087979644,-2.3137171238025203,-0.84690035971569,-2.9504015082991297,-2.4165654912353833,-2.358874033478988,-3.673563591335073,-1.1846842480315778,-2.9252388914052196,-1.466337068793427,-0.4313013448833332,-2.1123118619236543,-1.6702284782231565,-1.7889978189033504,-0.7139726147284212,-1.406863619361547,-2.884207875922809,-2.114083028342641,-1.869160836830079,-3.8410997014608697,-1.871387919201621,-3.174719014975692,-2.8273687651617663,0.2953388705611669,-1.9116370053937641,-1.4553203746120689,-2.121091300334037,-0.36973189321017996,-1.7315287258803673,-1.9318740988619407,-1.5479630711607528,-1.7167895319221358,-1.377506546667025,0.2617807304066763,-1.857524285930267,-1.4488799414454374,-0.3856704982208244,-0.7888832597560256,-1.2452262155525062,-2.734080663539073,-1.1857970034546397,-4.871148806581452,-1.2221545436772927,-4.476087390057969,-0.458409832205534,-2.065492886117543,0.07260162984319724,-0.36010846015376374,0.9699196993787862,0.47563168137014206,0.5280957285040478,-1.4734076280866153,0.08869132407447729,0.12711189210367813,-8.351600930358234,-0.24156403885118516,-0.5166197527774946,-0.05587381529351366,-0.5272478011954468,-1.949703467653966,-0.1943301223542525,-0.7828167077174552,-1.0875640297855784,-0.30084941845683444,-0.8461281744774002,-0.6039460340422453,-0.6206670534527928,-2.0663214213502568,-0.6227800587696946,-0.8966786648795343,0.4995966185283534,-0.2431089395341619,-1.5282898606733388,-0.6596105528637991,-0.24390331550199007,-1.5382101842467124,0.7483258693808711,-0.7441165082678705,-2.192490470225856,-0.2555822613077361,-2.0394615359382082,-2.5794647971819655,2.384888208954164,-0.2902991039087377,-1.7295672466594565,-1.1596559777958346,0.08640971008961498,-0.11977522544980619,-1.0502922279109659,2.2398475903898456,0.21952838977315153,-0.6411505490134388,-1.0128102067796307,0.37460019627971214,2.616086553477929,-1.466337068793427,-1.287473352580493
-0.6417910390397472,-0.9160456011998293,-1.0181721645372932,-0.17918680317503974,-1.4527189495224095,-0.2692100677237475,-0.8943049494954913,-0.6620832769519083,-1.2956977688657474,-1.6115467197483697,-0.6483378016938058,-4.4825366906897255,-1.9156928254181804,-1.488897573924962,-1.2878069550003082,-2.008800409021823,-0.945921062285216,-2.9065274990883543,-2.516717688400085,-2.2706594148504626,-3.7153857456994595,-1.0590365954341436,-2.8772967399559386,-1.466337068793427,-0.6677015209214605,-1.9330667590792527,-1.597010656985532,-1.6456907650809232,-0.6692804935359785,-1.4066094430133058,-2.513783959499682,-2.0201840478102677,-1.653646812491018,-3.7378439181034633,-1.8126456957082708,-3.245694881531195,-2.744423518573242,0.22079905438956232,-2.0522157038913003,-1.2164404341067176,-2.1808942383342393,-0.3898378967200603,-1.73213537956692,-1.9298477122643793,-1.5509943255168372,-1.7210079689998312,-1.381575710770775,0.1991702114609743,-1.8570851254799756,-1.449198643424619,-0.4203529303752545,-0.8156883885272188,-1.3702839373834872,-2.0531676131912042,-1.2919614115736078,-4.783552087440761,-1.5961904208974658,-4.48089075363356,-0.5383244091340661,-2.100392355751624,-0.12099138623075148,-0.39889445575987914,0.8290712651518481,0.38151507255721373,0.5449455459659007,-1.4733655657738611,-0.007285218480072066,0.4762347711033796,-11.547390654074594,-0.2386331829046343,-0.623357996354196,-0.07903434752512772,-0.5489202069951465,-2.164995373680316,-0.3383245915270389,-0.9573823652456488,-1.3231892420429165,-0.3687134089788846,-0.894877799069907,-0.7756881532995626,-0.45075806276991287,-2.084904099857609,-0.8264279170901602,-0.8017202091715626,0.5809977357386271,-0.31803144852331344,-1.4725765559119814,-0.699556065344816,0.007140196895899049,-1.5483726497545833,0.6976393670464778,-0.8119189105780009,-2.164784971477829,-0.32886443268370213,-2.057986273291672,-1.7671108136992597,2.365131837634907,-0.3694777261343832,-1.7263824750508037,-1.2704432962623824,-0.06616100134435351,-0.4677282492279574,-1.1222328454586776,2.1757559681696605,-0.12874201460313464,-0.8308821250542807,-1.0889426426814568,0.2805365787943767,2.560183168410716,-1.466337068793427,-1.1774079493184753
-0.7957723328109626,-1.1906672747851512,-1.3749527245495192,-0.4655765508234596,-1.6210175598332672,-0.11794835597609217,-1.1269744005170714,-1.043604476845036,-1.4946778806740424,-1.8056176714260235,-0.5934596908401871,-4.519361221324411,-2.1293266526667223,-1.6549629562339228,-1.387253453358642,-1.9391894129831697,-1.2393431705957418,-2.890875732384911,-2.812130543022145,-2.230061524609684,-3.217020731221748,-1.2965414564054873,-2.9198423704949814,-1.466337068793427,-0.7412524092642936,-1.7538314895613811,-1.5237851886283258,-1.5023829498098582,-0.6246676525054187,-1.4063944499801744,-2.143365706159017,-1.926294252247781,-1.4381294327678584,-3.5960876745702945,-1.653438136244748,-3.2887374920200867,-2.8849836536288747,0.2599162827509153,-1.7197712293412073,-1.246596596243019,-1.9754972101120813,-0.4133665049805424,-1.7334739926807388,-1.931932344829699,-1.5542578697248608,-1.7260692135439653,-1.3950970606769135,-0.018351336403829424,-1.8583251160455532,-1.4496939329870269,-0.45758325878835693,-0.9015322013773,-1.5565566018864458,-1.327787449677488,-1.277327340174482,-4.712279124781678,-1.7928456454279225,-4.452938372208614,-0.5321779281346811,-2.0964380463599257,-0.30575932761720864,-0.3578726625777668,0.6553356180517698,0.14427996380173191,0.5699082396439381,-1.4484337953484696,-0.013363991495474669,0.6312738161797222,-5.615273926115386,-0.20813031890444292,-0.6256610499622905,0.1059442612769355,-0.31404805730572927,-2.2817321246764846,-0.5074374651731876,-1.095634545080737,-1.0513302246710572,-0.48782920847216504,-0.44876830537838064,-0.8983192870609275,-0.5619999959276664,-2.104256620921124,-0.8533545703943306,-0.5435610233494454,0.706065815567908,-0.11743512257312147,-1.5315491714633183,-0.7637395640663414,0.12426819982774892,-1.446714131904626,0.5164117314753744,-0.8634404737332808,-2.1191565681348496,-0.46579777118777443,-2.1598593244332833,-1.4236049755140128,2.270271570532107,-0.4376389766845764,-1.7064692566483386,-1.3200521876541986,-0.31124552259930366,-0.47005251917051055,-1.2322067528684857,2.069156135751309,-0.26421866417855927,-0.7748568486220292,-1.1768116279100622,0.2006715173049055,2.45710460774433,-1.466337068793427,-0.9577151519677982
